Generation,Fcalc,Qfactor,Vm
77.55284553,1.457716,66187.53892,1.99E-07
77.61788618,1.457716,66187.53892,1.99E-07
77.68292683,1.457716,66187.53892,1.99E-07
77.74796748,1.457716,66187.53892,1.99E-07
77.81300813,1.457716,66187.53892,1.99E-07
77.87804878,1.457716,66187.53892,1.99E-07
77.94308943,1.457716,66187.53892,1.99E-07
78.00813008,1.457716,66187.53892,1.99E-07
78.07317073,1.457716,66187.53892,1.99E-07
78.13821138,1.457716,66187.53892,1.99E-07
78.20325203,1.457716,66187.53892,1.99E-07
78.26829268,1.457716,66187.53892,1.99E-07
78.33333333,1.450001,37360.63539,3.61E-07
78.39837398,1.449999,66012.15746,1.99E-07
78.46341463,1.449999,66012.15746,1.99E-07
78.52845528,1.449999,66012.15746,1.99E-07
78.59349593,1.449999,66012.15746,1.99E-07
78.65853659,1.449999,66012.15746,1.99E-07
78.72357724,1.449993,45035.26755,2.38E-07
78.78861789,1.450004,61668.3635,2.02E-07
78.85365854,1.449983,66011.78681,1.99E-07
78.91869919,1.449977,46296.97214,2.60E-07
78.98373984,1.449979,58474.4751,2.38E-07
79.04878049,1.449988,41846.58563,2.79E-07
79.11382114,1.449999,66012.15548,1.99E-07
79.17886179,1.449999,66012.15548,1.99E-07
79.24390244,1.449999,66012.15548,1.99E-07
79.30894309,1.449985,59799.84193,2.22E-07
79.37398374,1.449945,44717.5623,2.67E-07
79.43902439,1.450003,66012.24187,1.99E-07
79.50406504,1.449988,43023.32152,2.87E-07
79.56910569,1.45,66012.18327,1.99E-07
79.63414634,1.449994,56657.92674,2.21E-07
79.69918699,1.449983,66011.78426,1.99E-07
79.76422764,1.449985,69470.2017,2.07E-07
79.82926829,1.449992,66011.99122,1.99E-07
79.89430894,1.449992,66011.99122,1.99E-07
79.95934959,1.449992,66011.99122,1.99E-07
80.02439024,1.449992,66011.99122,1.99E-07
80.08943089,1.44999,47412.19458,2.28E-07
80.15447154,1.449983,66011.78595,1.99E-07
80.2195122,1.449983,66011.78595,1.99E-07
80.28455285,1.449983,66011.78595,1.99E-07
80.3495935,1.449983,66011.78595,1.99E-07
80.41463415,1.449983,66011.78595,1.99E-07
80.4796748,1.450011,46387.93435,2.75E-07
80.54471545,1.450001,66012.19532,1.99E-07
80.6097561,1.450001,66012.19532,1.99E-07
80.67479675,1.449983,56097.94995,2.23E-07
80.7398374,1.449981,58200.02905,2.14E-07
80.80487805,1.450003,51226.90825,2.04E-07
80.8699187,1.449983,66011.78166,1.99E-07
80.93495935,1.449975,43472.66648,2.41E-07
81,1.450005,70811.59163,1.95E-07
81.07276507,1.449983,66011.78913,1.99E-07
81.14553015,1.449987,46076.51158,2.21E-07
81.21829522,1.449987,64779.13431,2.03E-07
81.29106029,1.456994,66171.16158,1.99E-07
81.36382536,1.456994,66171.16158,1.99E-07
81.43659044,1.456994,66171.16158,1.99E-07
81.50935551,1.456994,66171.16158,1.99E-07
81.58212058,1.449971,47951.51742,2.35E-07
81.65488565,1.449998,66012.13552,1.99E-07
81.72765073,1.449981,62758.40009,2.07E-07
81.8004158,1.449986,66011.86495,1.99E-07
81.87318087,1.449985,69470.2017,2.07E-07
81.94594595,1.450004,54295.30336,2.32E-07
82.01871102,1.449999,66012.15389,1.99E-07
82.09147609,1.449997,53947.55652,2.00E-07
82.16424116,1.449982,46928.64481,2.58E-07
82.23700624,1.449996,60582.12547,1.93E-07
82.30977131,1.450002,70811.50834,1.95E-07
82.38253638,1.449983,66011.78913,1.99E-07
82.45530146,1.449983,66011.78913,1.99E-07
82.52806653,1.449983,66011.78913,1.99E-07
82.6008316,1.450005,70811.5923,1.95E-07
82.67359667,1.449983,66011.78913,1.99E-07
82.74636175,1.449983,66011.78913,1.99E-07
82.81912682,1.449983,66011.78913,1.99E-07
82.89189189,1.449985,69470.2017,2.07E-07
82.96465696,1.449972,46353.44797,2.54E-07
83.03742204,1.45289,40599.12552,3.22E-07
83.11018711,1.450002,56107.18374,2.26E-07
83.18295218,1.449995,74535.75291,2.03E-07
83.25571726,1.449994,70358.90145,2.01E-07
83.32848233,1.450002,74535.94454,2.03E-07
83.4012474,1.450002,74535.94454,2.03E-07
83.47401247,1.450001,42022.31296,3.26E-07
83.54677755,1.449998,69470.51924,2.07E-07
83.61954262,1.449993,74535.72172,2.03E-07
83.69230769,1.449989,70811.20337,1.95E-07
83.76507277,1.449989,70811.20337,1.95E-07
83.83783784,1.449989,70811.20337,1.95E-07
83.91060291,1.450002,74535.94341,2.03E-07
83.98336798,1.449985,69470.20387,2.07E-07
84.05613306,1.449992,66011.99122,1.99E-07
84.12889813,1.450001,74923.93709,1.98E-07
84.2016632,1.449986,66011.86372,1.99E-07
84.27442827,1.449995,55094.01505,2.06E-07
84.34719335,1.450002,74535.94545,2.03E-07
84.41995842,1.449989,53152.93858,2.22E-07
84.49272349,1.449987,58534.69709,2.46E-07
84.56548857,1.449993,74535.71404,2.03E-07
84.63825364,1.450007,48742.85995,2.57E-07
84.71101871,1.449998,69470.51886,2.07E-07
84.78378378,1.450003,75495.53761,2.02E-07
84.85654886,1.44685,74454.91834,2.03E-07
84.92931393,1.449988,71686.05922,1.98E-07
85.002079,1.450001,43645.72809,2.69E-07
85.07484407,1.450002,70811.5066,1.95E-07
85.14760915,1.449984,59327.55571,2.18E-07
85.22037422,1.450002,70811.50863,1.95E-07
85.29313929,1.450009,52239.9072,2.59E-07
85.36590437,1.450006,45869.79404,2.72E-07
85.43866944,1.450002,74535.94257,2.03E-07
85.51143451,1.44999,61712.77487,1.99E-07
85.58419958,1.449993,42690.57656,2.78E-07
85.65696466,1.450001,75495.46891,2.02E-07
85.72972973,1.449992,74923.69453,1.98E-07
85.8024948,1.450002,74535.94519,2.03E-07
85.87525988,1.450002,74535.94519,2.03E-07
85.94802495,1.450004,74924.02407,1.98E-07
86.02079002,1.450002,74535.94519,2.03E-07
86.09355509,1.449994,70358.90145,2.01E-07
86.16632017,1.441638,74707.0669,1.98E-07
86.23908524,1.450005,70811.57844,1.95E-07
86.31185031,1.450002,74535.94341,2.03E-07
86.38461538,1.456283,69801.98046,2.02E-07
86.45738046,1.449994,70358.90145,2.01E-07
86.53014553,1.450002,74535.94454,2.03E-07
86.6029106,1.449965,47491.24225,2.22E-07
86.67567568,1.450001,74923.93666,1.98E-07
86.74844075,1.449999,60076.35561,2.27E-07
86.82120582,1.450001,44927.81242,2.55E-07
86.89397089,1.450007,74924.08566,1.98E-07
86.96673597,1.450007,74924.08566,1.98E-07
87.03950104,1.449991,42341.00164,2.96E-07
87.11226611,1.45,74923.91064,1.98E-07
87.18503119,1.450001,75495.47245,2.02E-07
87.25779626,1.446848,74454.85408,2.03E-07
87.33056133,1.449071,69472.84852,2.04E-07
87.4033264,1.450009,54612.07685,2.43E-07
87.47609148,1.450007,74924.09778,1.98E-07
87.54885655,1.450002,74535.94519,2.03E-07
87.62162162,1.450004,74924.02407,1.98E-07
87.69438669,1.450005,44156.72764,2.74E-07
87.76715177,1.45,75495.46232,2.02E-07
87.83991684,1.453111,69728.70999,2.02E-07
87.91268191,1.449992,74923.69453,1.98E-07
87.98544699,1.450002,49697.45056,2.41E-07
88.05821206,1.442869,55579.8233,2.77E-07
88.13097713,1.450004,74924.01992,1.98E-07
88.2037422,1.450004,64618.33967,2.04E-07
88.27650728,1.449993,64837.72717,2.07E-07
88.34927235,1.454628,74654.53229,2.03E-07
88.42203742,1.449992,74923.71422,1.98E-07
88.49480249,1.449992,74923.71422,1.98E-07
88.56756757,1.450002,74535.94519,2.03E-07
88.64033264,1.450004,74924.02407,1.98E-07
88.71309771,1.450004,74924.02407,1.98E-07
88.78586279,1.450004,74924.02407,1.98E-07
88.85862786,1.449982,69501.479,2.03E-07
88.93139293,1.450004,74924.00843,1.98E-07
89.004158,1.449992,56514.59206,2.19E-07
89.07692308,1.450005,43732.23714,2.80E-07
89.14968815,1.450004,74924.00534,1.98E-07
89.22245322,1.450002,74535.94519,2.03E-07
89.2952183,1.450004,74924.02407,1.98E-07
89.36798337,1.450004,74924.02407,1.98E-07
89.44074844,1.450004,74924.02407,1.98E-07
89.51351351,1.450004,74924.02407,1.98E-07
89.58627859,1.450004,74924.02407,1.98E-07
89.65904366,1.453027,40076.60138,3.61E-07
89.73180873,1.450004,74924.02407,1.98E-07
89.8045738,1.450004,74924.02407,1.98E-07
89.87733888,1.450004,74924.02407,1.98E-07
89.95010395,1.443526,69634.99989,2.01E-07
90.02286902,1.450004,74924.02407,1.98E-07
90.0956341,1.450004,74924.02407,1.98E-07
90.16839917,1.450004,74924.02407,1.98E-07
90.24116424,1.450004,74924.02407,1.98E-07
90.31392931,1.450004,74924.02407,1.98E-07
90.38669439,1.450004,74924.02407,1.98E-07
90.45945946,1.450004,74924.02407,1.98E-07
90.53222453,1.450004,74924.02407,1.98E-07
90.6049896,1.45,53169.30555,2.33E-07
90.67775468,1.450005,74924.02673,1.98E-07
90.75051975,1.450005,74924.02673,1.98E-07
90.82328482,1.450004,67447.59646,2.17E-07
90.8960499,1.450004,74924.01498,1.98E-07
90.96881497,1.450004,74924.01498,1.98E-07
91.04158004,1.450004,74924.01498,1.98E-07
91.11434511,1.450004,74924.01498,1.98E-07
91.18711019,1.450004,74924.01498,1.98E-07
91.25987526,1.450003,59894.94819,2.21E-07
91.33264033,1.449989,47724.57872,2.46E-07
91.40540541,1.449999,72849.24077,2.06E-07
91.47817048,1.450004,74924.01669,1.98E-07
91.55093555,1.450006,64743.1901,2.41E-07
91.62370062,1.449987,74923.57457,1.98E-07
91.6964657,1.449987,74923.57457,1.98E-07
91.76923077,1.449987,74923.57457,1.98E-07
91.84199584,1.449991,42027.0287,2.89E-07
91.91476091,1.45,74923.89648,1.98E-07
91.98752599,1.45,74923.89648,1.98E-07
92.06029106,1.450005,62975.06275,2.14E-07
92.13305613,1.449993,71367.89207,2.02E-07
92.20582121,1.45498,52535.4045,2.25E-07
92.27858628,1.445583,72739.00794,2.06E-07
92.35135135,1.457268,75111.14826,1.98E-07
92.42411642,1.457268,75111.14826,1.98E-07
92.4968815,1.451948,70862.20633,2.07E-07
92.56964657,1.450002,52274.12823,2.33E-07
92.64241164,1.450004,70240.7611,2.02E-07
92.71517672,1.450001,76629.03293,2.00E-07
92.78794179,1.447734,64641.67993,2.06E-07
92.86070686,1.450004,74924.0158,1.98E-07
92.93347193,1.454686,63320.44359,2.28E-07
93.00623701,1.450001,52367.32423,2.33E-07
93.07900208,1.450004,74924.0026,1.98E-07
93.15176715,1.442765,71190.11388,2.02E-07
93.22453222,1.449976,48591.2725,2.51E-07
93.2972973,1.449987,74923.56938,1.98E-07
93.37006237,1.449998,72849.19877,2.06E-07
93.44282744,1.450004,74924.01669,1.98E-07
93.51559252,1.453077,79169.08952,1.97E-07
93.58835759,1.450001,76629.03351,2.00E-07
93.66112266,1.45,55116.53386,2.57E-07
93.73388773,1.450006,71810.86936,2.05E-07
93.80665281,1.453296,75008.08346,1.98E-07
93.87941788,1.453296,75008.08346,1.98E-07
93.95218295,1.453296,75008.08346,1.98E-07
94.02494802,1.453296,75008.08346,1.98E-07
94.0977131,1.449989,60872.02033,2.09E-07
94.17047817,1.449993,74923.73313,1.98E-07
94.24324324,1.450001,76629.03351,2.00E-07
94.31600832,1.449956,40557.76519,2.93E-07
94.38877339,1.450001,74923.94541,1.98E-07
94.46153846,1.450001,70905.50013,2.03E-07
94.53430353,1.449994,66572.43247,2.01E-07
94.60706861,1.450001,74923.93535,1.98E-07
94.67983368,1.450007,61695.07433,2.20E-07
94.75259875,1.44999,76628.73524,2.00E-07
94.82536383,1.450003,73744.37251,1.88E-07
94.8981289,1.450001,74923.93421,1.98E-07
94.97089397,1.450001,74923.93421,1.98E-07
95.04365904,1.45,55926.12041,2.25E-07
95.11642412,1.449994,74482.50559,2.05E-07
95.18918919,1.449987,74923.57802,1.98E-07
95.26195426,1.449998,72849.19877,2.06E-07
95.33471933,1.450004,70221.96482,2.06E-07
95.40748441,1.450001,74923.93447,1.98E-07
95.48024948,1.450001,74923.93447,1.98E-07
95.55301455,1.450004,49334.74021,2.44E-07
95.62577963,1.449993,78378.75073,2.00E-07
95.6985447,1.449641,76619.90743,2.00E-07
95.77130977,1.449991,74923.68847,1.98E-07
95.84407484,1.449987,53497.93478,2.47E-07
95.91683992,1.450007,74924.07886,1.98E-07
95.98960499,1.450001,76629.03351,2.00E-07
96.06237006,1.450003,74629.69979,1.85E-07
96.13513514,1.449989,49672.1021,2.27E-07
96.20790021,1.449998,59895.48836,2.08E-07
96.28066528,1.450001,76629.02428,2.00E-07
96.35343035,1.450004,74924.0158,1.98E-07
96.42619543,1.44998,52612.27632,2.60E-07
96.4989605,1.450005,76629.13381,2.00E-07
96.57172557,1.450005,76629.13381,2.00E-07
96.64449064,1.450003,73744.37251,1.88E-07
96.71725572,1.449991,40039.54269,3.26E-07
96.79002079,1.449998,79087.10567,1.97E-07
96.86278586,1.450001,76629.03327,2.00E-07
96.93555094,1.450354,78388.07624,2.00E-07
97.00831601,1.450004,74924.0158,1.98E-07
97.08108108,1.45,78378.94379,2.00E-07
97.15384615,1.450003,73744.37251,1.88E-07
97.22661123,1.450001,76629.02971,2.00E-07
97.2993763,1.450001,76629.02971,2.00E-07
97.37214137,1.450003,48723.7616,2.59E-07
97.44490644,1.45,78378.94742,2.00E-07
97.51767152,1.449986,70829.00584,2.09E-07
97.59043659,1.450001,76629.03104,2.00E-07
97.66320166,1.448893,66357.24184,2.13E-07
97.73596674,1.450001,76629.03104,2.00E-07
97.80873181,1.450003,79087.18963,1.97E-07
97.88149688,1.449979,61408.96419,2.16E-07
97.95426195,1.449991,78378.69507,2.00E-07
98.02702703,1.449991,78378.69507,2.00E-07
98.0997921,1.449991,78378.69507,2.00E-07
98.17255717,1.449989,71859.97259,2.08E-07
98.24532225,1.45,80804.6992,1.99E-07
98.31808732,1.45718,74182.8982,1.99E-07
98.39085239,1.450004,79087.20447,1.97E-07
98.46361746,1.449992,72548.5771,2.22E-07
98.53638254,1.459849,58447.70688,2.20E-07
98.60914761,1.45,78378.9395,2.00E-07
98.68191268,1.450003,79087.19435,1.97E-07
98.75467775,1.450003,79087.19435,1.97E-07
98.82744283,1.450003,79087.19435,1.97E-07
98.9002079,1.45,61032.33657,2.36E-07
98.97297297,1.450003,79087.19069,1.97E-07
99.04573805,1.450006,53091.74922,2.65E-07
99.11850312,1.450001,51897.84986,2.40E-07
99.19126819,1.450003,78379.02363,2.00E-07
99.26403326,1.449988,59847.84032,2.09E-07
99.33679834,1.450004,73577.31765,2.05E-07
99.40956341,1.449992,79086.92838,1.97E-07
99.48232848,1.450001,76629.03326,2.00E-07
99.55509356,1.449994,73251.03136,1.98E-07
99.62785863,1.449988,67110.27653,2.03E-07
99.7006237,1.449991,79086.89868,1.97E-07
99.77338877,1.449991,79086.89868,1.97E-07
99.84615385,1.449991,79086.89868,1.97E-07
99.91891892,1.449991,79086.89868,1.97E-07
99.99168399,1.450008,50920.11044,2.65E-07
100.0644491,1.449994,79086.98942,1.97E-07
100.1372141,1.449994,79086.98942,1.97E-07
100.2099792,1.449994,79086.98942,1.97E-07
100.2827443,1.449994,79086.98942,1.97E-07
100.3555094,1.449994,79086.98942,1.97E-07
100.4282744,1.449994,79086.98942,1.97E-07
100.5010395,1.45,78378.94354,2.00E-07
100.5738046,1.450003,79087.19435,1.97E-07
100.6465696,1.45,80804.70155,1.99E-07
100.7193347,1.450004,79087.20447,1.97E-07
100.7920998,1.45,39723.41072,2.75E-07
100.8648649,1.449993,62460.97981,2.55E-07
100.9376299,1.45,72299.37247,2.01E-07
101.010395,1.449991,70475.44953,2.52E-07
101.0831601,1.450002,69767.94786,1.93E-07
101.1559252,1.450001,79087.16757,1.97E-07
101.2286902,1.45,80804.70155,1.99E-07
101.3014553,1.449992,52208.49057,2.41E-07
101.3742204,1.450005,79087.22556,1.97E-07
101.4469854,1.449991,56691.836,2.26E-07
101.5197505,1.450003,79087.18533,1.97E-07
101.5925156,1.450003,79087.18533,1.97E-07
101.6652807,1.45,80804.70155,1.99E-07
101.7380457,1.450004,79087.20447,1.97E-07
101.8108108,1.450004,79087.20447,1.97E-07
101.8835759,1.45,80804.70155,1.99E-07
101.956341,1.45,80804.70155,1.99E-07
102.029106,1.450004,79087.20447,1.97E-07
102.1018711,1.45,80804.70155,1.99E-07
102.1746362,1.45,80804.70155,1.99E-07
102.2474012,1.45,80804.70155,1.99E-07
102.3201663,1.450004,70475.76833,2.52E-07
102.3929314,1.450001,79087.1663,1.97E-07
102.4656965,1.450001,79087.1663,1.97E-07
102.5384615,1.450001,79087.1663,1.97E-07
102.6112266,1.45,80804.70155,1.99E-07
102.6839917,1.45,80804.70155,1.99E-07
102.7567568,1.450004,79087.20447,1.97E-07
102.8295218,1.450003,76738.90452,2.11E-07
102.9022869,1.450005,72745.43197,1.99E-07
102.975052,1.45,69287.79451,2.08E-07
103.047817,1.449969,55177.65108,2.42E-07
103.1205821,1.450003,80804.79011,1.99E-07
103.1933472,1.450003,80804.79011,1.99E-07
103.2661123,1.44375,74821.19809,2.01E-07
103.3388773,1.44999,75442.1146,2.01E-07
103.4116424,1.450005,44102.63017,3.41E-07
103.4844075,1.45,80804.7011,1.99E-07
103.5571726,1.45,80804.7011,1.99E-07
103.6299376,1.450012,41745.64263,3.16E-07
103.7027027,1.450003,80804.77596,1.99E-07
103.7754678,1.450003,80804.77596,1.99E-07
103.8482328,1.450003,80804.77596,1.99E-07
103.9209979,1.450003,80804.77596,1.99E-07
103.993763,1.450003,80804.77596,1.99E-07
104.0665281,1.450003,80804.77596,1.99E-07
104.1392931,1.44999,75442.1146,2.01E-07
104.2120582,1.45,80804.70039,1.99E-07
104.2848233,1.45,80804.70039,1.99E-07
104.3575884,1.45,80804.70039,1.99E-07
104.4303534,1.45,80804.70039,1.99E-07
104.5031185,1.45,80804.70039,1.99E-07
104.5758836,1.45,80804.70039,1.99E-07
104.6486486,1.45,80804.70039,1.99E-07
104.7214137,1.45,80804.70039,1.99E-07
104.7941788,1.450004,71488.87712,2.06E-07
104.8669439,1.449985,47510.51815,2.49E-07
104.9397089,1.450004,80804.79275,1.99E-07
105.012474,1.450004,80804.79275,1.99E-07
105.0852391,1.450004,80804.79275,1.99E-07
105.1580042,1.450004,80804.79275,1.99E-07
105.2307692,1.450004,80804.79275,1.99E-07
105.3035343,1.449991,75426.765,2.00E-07
105.3762994,1.45,80804.70126,1.99E-07
105.4490644,1.45,80804.70126,1.99E-07
105.5218295,1.45,80804.70126,1.99E-07
105.5945946,1.45,80804.70126,1.99E-07
105.6673597,1.450002,68722.53536,2.24E-07
105.7401247,1.450003,80804.77364,1.99E-07
105.8128898,1.450003,80804.77364,1.99E-07
105.8856549,1.450003,80804.77364,1.99E-07
105.95842,1.450003,80804.77364,1.99E-07
106.031185,1.450003,80804.77364,1.99E-07
106.1039501,1.450003,80804.77364,1.99E-07
106.1767152,1.450003,80804.77364,1.99E-07
106.2494802,1.450003,80804.77364,1.99E-07
106.3222453,1.450003,80804.77364,1.99E-07
106.3950104,1.450003,80804.77364,1.99E-07
106.4677755,1.450003,80804.77364,1.99E-07
106.5405405,1.450003,80804.77364,1.99E-07
106.6133056,1.450003,80804.77364,1.99E-07
106.6860707,1.441934,71257.28455,2.03E-07
106.7588358,1.450003,80804.77364,1.99E-07
106.8316008,1.450003,80804.77364,1.99E-07
106.9043659,1.449981,46369.92972,2.64E-07
106.977131,1.449986,62852.52063,2.44E-07
107.049896,1.458352,81034.67254,1.99E-07
107.1226611,1.449994,69825.46707,2.07E-07
107.1954262,1.449992,80804.46639,1.99E-07
107.2681913,1.449992,80804.46639,1.99E-07
107.3409563,1.449992,80804.46639,1.99E-07
107.4137214,1.449992,80804.46639,1.99E-07
107.4864865,1.449992,80804.46639,1.99E-07
107.5592516,1.449999,71976.87183,2.06E-07
107.6320166,1.449992,80804.46575,1.99E-07
107.7047817,1.449992,80804.46575,1.99E-07
107.7775468,1.450005,59147.70237,2.38E-07
107.8503119,1.45,66192.75081,2.59E-07
107.9230769,1.449988,40079.80188,2.83E-07
107.995842,1.45,80804.68644,1.99E-07
108.0686071,1.449995,55862.07377,2.44E-07
108.1413721,1.44999,79923.58304,1.99E-07
108.2141372,1.450001,64975.2272,2.07E-07
108.2869023,1.44999,54350.95863,2.50E-07
108.3596674,1.450005,80804.8422,1.99E-07
108.4324324,1.450005,80804.8422,1.99E-07
108.5051975,1.450005,80804.8422,1.99E-07
108.5779626,1.450005,80804.8422,1.99E-07
108.6507277,1.450005,80804.8422,1.99E-07
108.7234927,1.450005,80804.8422,1.99E-07
108.7962578,1.450005,80804.8422,1.99E-07
108.8690229,1.450005,80804.8422,1.99E-07
108.9417879,1.450005,80804.8422,1.99E-07
109.014553,1.450005,80804.8422,1.99E-07
109.0873181,1.450005,80804.8422,1.99E-07
109.1600832,1.450004,53941.9567,2.53E-07
109.2328482,1.449989,80804.3766,1.99E-07
109.3056133,1.449989,75092.97189,2.00E-07
109.3783784,1.449986,54779.98664,2.39E-07
109.4511435,1.450004,80804.79754,1.99E-07
109.5239085,1.450004,80804.79754,1.99E-07
109.5966736,1.449996,62288.41771,2.16E-07
109.6694387,1.450006,53819.20251,2.56E-07
109.7422037,1.449989,69558.39334,2.03E-07
109.8149688,1.457543,81012.11303,1.99E-07
109.8877339,1.457543,81012.11303,1.99E-07
109.960499,1.455181,69484.46808,2.05E-07
110.033264,1.457543,81012.11303,1.99E-07
110.1060291,1.442615,70283.50795,2.05E-07
110.1787942,1.449994,61081.42683,2.26E-07
110.2515593,1.449986,80804.31474,1.99E-07
110.3243243,1.449986,80804.31474,1.99E-07
110.3970894,1.449986,80804.31474,1.99E-07
110.4698545,1.449986,80804.31474,1.99E-07
110.5426195,1.449986,80804.31474,1.99E-07
110.6153846,1.449986,80804.31474,1.99E-07
110.6881497,1.449986,80804.31474,1.99E-07
110.7609148,1.449986,80804.31474,1.99E-07
110.8336798,1.449986,80804.31474,1.99E-07
110.9064449,1.446356,75409.03889,2.00E-07
110.97921,1.449998,59122.27354,2.19E-07
111.0519751,1.449995,54743.75994,2.51E-07
111.1247401,1.450005,80804.8423,1.99E-07
111.1975052,1.450005,80804.8423,1.99E-07
111.2702703,1.449974,62193.21591,2.18E-07
111.3430353,1.44999,80804.42156,1.99E-07
111.4158004,1.44999,80804.42156,1.99E-07
111.4885655,1.45,70480.507,2.07E-07
111.5613306,1.449986,75502.33355,2.00E-07
111.6340956,1.450004,68024.2306,2.46E-07
111.7068607,1.449999,77539.36562,1.88E-07
111.7796258,1.45,43358.98865,3.11E-07
111.8523909,1.450007,80804.87816,1.99E-07
111.9251559,1.450007,80804.87816,1.99E-07
111.997921,1.450007,80804.87816,1.99E-07
112.0706861,1.44999,55471.55972,2.21E-07
112.1434511,1.449982,80247.28507,1.99E-07
112.2162162,1.450368,80814.78774,1.99E-07
112.2889813,1.444399,80147.37777,2.01E-07
112.3617464,1.450002,77539.46184,1.88E-07
112.4345114,1.449998,55995.60034,2.63E-07
112.5072765,1.45,49787.18855,3.10E-07
112.5800416,1.449999,77539.37218,1.88E-07
112.6528067,1.45,80804.69698,1.99E-07
112.7255717,1.450002,77539.46284,1.88E-07
112.7983368,1.45,80804.69698,1.99E-07
112.8711019,1.45,80804.69698,1.99E-07
112.9438669,1.449995,68821.7297,2.08E-07
113.016632,1.44207,75863.00778,1.93E-07
113.0893971,1.45,80804.69953,1.99E-07
113.1621622,1.45,80804.69953,1.99E-07
113.2349272,1.450005,70685.26569,1.98E-07
113.3076923,1.449993,54232.60419,2.40E-07
113.3804574,1.450005,73283.77883,2.04E-07
113.4532225,1.450003,77539.46871,1.88E-07
113.5259875,1.457399,82523.83392,1.84E-07
113.5987526,1.45,80804.69698,1.99E-07
113.6715177,1.450002,77539.46284,1.88E-07
113.7442827,1.450002,77539.46284,1.88E-07
113.8170478,1.450006,55916.43689,2.43E-07
113.8898129,1.450006,76101.38705,2.04E-07
113.962578,1.45,80804.69902,1.99E-07
114.035343,1.450005,54358.71481,2.23E-07
114.1081081,1.450004,74241.05634,1.99E-07
114.1808732,1.450003,77539.46783,1.88E-07
114.2536383,1.45,80804.69698,1.99E-07
114.3264033,1.45,62936.34891,2.43E-07
114.3991684,1.45,61974.91711,1.98E-07
114.4719335,1.449991,77539.16104,1.88E-07
114.5446985,1.450004,74241.0558,1.99E-07
114.6174636,1.449987,57098.4553,2.09E-07
114.6902287,1.44999,77539.12867,1.88E-07
114.7629938,1.44999,77539.12867,1.88E-07
114.8357588,1.450001,64037.29684,2.01E-07
114.9085239,1.45,80804.69962,1.99E-07
114.981289,1.45,40673.23422,2.81E-07
115.0540541,1.449981,52834.18701,2.54E-07
115.1268191,1.450001,57563.34363,1.94E-07
115.1995842,1.44691,75340.98569,2.09E-07
115.2723493,1.449984,79559.448,1.83E-07
115.3451143,1.449982,79247.8917,1.76E-07
115.4178794,1.449998,70453.6534,1.88E-07
115.4906445,1.449984,86095.22137,1.77E-07
115.5634096,1.449981,67953.93675,1.93E-07
115.6361746,1.44999,77065.85445,1.80E-07
115.7089397,1.450006,54173.72897,2.25E-07
115.7817048,1.450001,82314.17837,1.84E-07
115.8544699,1.449981,69953.261,1.94E-07
115.9272349,1.449992,76220.39911,1.88E-07
116,1.450002,86299.52288,1.84E-07
116.0790514,1.449985,44126.27309,3.03E-07
116.1581028,1.450001,82314.17802,1.84E-07
116.2371542,1.442642,77342.47575,1.88E-07
116.3162055,1.450001,75836.40294,1.89E-07
116.3952569,1.449989,77065.82861,1.80E-07
116.4743083,1.450001,76220.63422,1.88E-07
116.5533597,1.449997,77066.86113,1.85E-07
116.6324111,1.449995,45630.64578,2.48E-07
116.7114625,1.45,82314.16232,1.84E-07
116.7905138,1.45,82314.16232,1.84E-07
116.8695652,1.456915,86725.79668,1.83E-07
116.9486166,1.453043,86389.96093,1.84E-07
117.027668,1.450002,76788.3672,1.93E-07
117.1067194,1.450001,47545.45514,3.28E-07
117.1857708,1.450002,73810.03663,1.90E-07
117.2648221,1.45,76466.50604,1.94E-07
117.3438735,1.449986,86299.05758,1.84E-07
117.4229249,1.449993,85738.81373,1.78E-07
117.5019763,1.449999,86299.43902,1.84E-07
117.5810277,1.450001,75836.40271,1.89E-07
117.6600791,1.449991,77260.29042,1.80E-07
117.7391304,1.45,48530.58553,2.44E-07
117.8181818,1.449999,82314.12745,1.84E-07
117.8972332,1.449982,86095.14647,1.77E-07
117.9762846,1.449982,86095.14647,1.77E-07
118.055336,1.449985,81233.42404,1.76E-07
118.1343874,1.449999,86299.43776,1.84E-07
118.2134387,1.446962,82227.90991,1.84E-07
118.2924901,1.449983,86095.17279,1.77E-07
118.3715415,1.449984,86519.32915,1.83E-07
118.4505929,1.449993,85738.79858,1.78E-07
118.5296443,1.449968,63117.77821,2.02E-07
118.6086957,1.450003,57573.19663,2.29E-07
118.687747,1.457231,86310.02204,1.77E-07
118.7667984,1.457231,86310.02204,1.77E-07
118.8458498,1.457231,86310.02204,1.77E-07
118.9249012,1.453047,85829.01034,1.78E-07
119.0039526,1.450001,80256.30397,1.95E-07
119.083004,1.449973,39530.49792,3.20E-07
119.1620553,1.449992,46904.42928,2.23E-07
119.2411067,1.450004,85739.11772,1.78E-07
119.3201581,1.450004,85739.11772,1.78E-07
119.3992095,1.454179,86219.62604,1.77E-07
119.4782609,1.450004,71308.2589,2.01E-07
119.5573123,1.450003,85739.10677,1.78E-07
119.6363636,1.454179,86219.61504,1.77E-07
119.715415,1.44997,46066.35947,2.70E-07
119.7944664,1.44999,86095.37612,1.77E-07
119.8735178,1.44999,86095.37612,1.77E-07
119.9525692,1.449986,37399.21057,3.54E-07
120.0316206,1.45,85739.01326,1.78E-07
